chr1	1015245	1015245	wt	GFP	+	chr1	664621	2568562	A1	0	.	0
chr1	1015245	1015245	wt	GFP	+	chr1	46734329	46834329	A2	0	.	45719084
chr1	1015245	1015245	wt	GFP	+	chr1	2568562	2668562	B1	0	.	1553317
chr1	1015245	1015245	wt	GFP	+	chr1	106757379	106857379	B2	0	.	105742134
chr1	1015245	1015245	wt	GFP	+	chr1	5139941	5239941	B3	0	.	4124696
chr1	1031344	1031344	W390A	GFP	-	chr1	664621	2568562	A1	0	.	0
chr1	1031344	1031344	W390A	GFP	-	chr1	46734329	46834329	A2	0	.	45702985
chr1	1031344	1031344	W390A	GFP	-	chr1	2568562	2668562	B1	0	.	1537218
chr1	1031344	1031344	W390A	GFP	-	chr1	106757379	106857379	B2	0	.	105726035
chr1	1031344	1031344	W390A	GFP	-	chr1	5139941	5239941	B3	0	.	4108597
chr1	1042178	1042181	CBX	GFP	-	chr1	664621	2568562	A1	0	.	0
chr1	1042178	1042181	CBX	GFP	-	chr1	46734329	46834329	A2	0	.	45692149
chr1	1042178	1042181	CBX	GFP	-	chr1	2568562	2668562	B1	0	.	1526382
chr1	1042178	1042181	CBX	GFP	-	chr1	106757379	106857379	B2	0	.	105715199
chr1	1042178	1042181	CBX	GFP	-	chr1	5139941	5239941	B3	0	.	4097761
chr1	1089686	1089686	W390A	GFP	+	chr1	664621	2568562	A1	0	.	0
chr1	1089686	1089686	W390A	GFP	+	chr1	46734329	46834329	A2	0	.	45644643
chr1	1089686	1089686	W390A	GFP	+	chr1	2568562	2668562	B1	0	.	1478876
chr1	1089686	1089686	W390A	GFP	+	chr1	106757379	106857379	B2	0	.	105667693
chr1	1089686	1089686	W390A	GFP	+	chr1	5139941	5239941	B3	0	.	4050255
chr1	1155829	1155829	W390A	GFP	-	chr1	664621	2568562	A1	0	.	0
chr1	1155829	1155829	W390A	GFP	-	chr1	46734329	46834329	A2	0	.	45578500
chr1	1155829	1155829	W390A	GFP	-	chr1	2568562	2668562	B1	0	.	1412733
chr1	1155829	1155829	W390A	GFP	-	chr1	106757379	106857379	B2	0	.	105601550
chr1	1155829	1155829	W390A	GFP	-	chr1	5139941	5239941	B3	0	.	3984112
chr1	1331769	1331769	W390A	GFP	+	chr1	664621	2568562	A1	0	.	0
chr1	1331769	1331769	W390A	GFP	+	chr1	46734329	46834329	A2	0	.	45402560
chr1	1331769	1331769	W390A	GFP	+	chr1	2568562	2668562	B1	0	.	1236793
chr1	1331769	1331769	W390A	GFP	+	chr1	106757379	106857379	B2	0	.	105425610
chr1	1331769	1331769	W390A	GFP	+	chr1	5139941	5239941	B3	0	.	3808172
chr1	1348482	1348482	wt	GFP	-	chr1	664621	2568562	A1	0	.	0
chr1	1348482	1348482	wt	GFP	-	chr1	46734329	46834329	A2	0	.	45385847
chr1	1348482	1348482	wt	GFP	-	chr1	2568562	2668562	B1	0	.	1220080
chr1	1348482	1348482	wt	GFP	-	chr1	106757379	106857379	B2	0	.	105408897
chr1	1348482	1348482	wt	GFP	-	chr1	5139941	5239941	B3	0	.	3791459
chr1	1367124	1367124	wt	NS	-	chr1	664621	2568562	A1	0	.	0
chr1	1367124	1367124	wt	NS	-	chr1	46734329	46834329	A2	0	.	45367205
chr1	1367124	1367124	wt	NS	-	chr1	2568562	2668562	B1	0	.	1201438
chr1	1367124	1367124	wt	NS	-	chr1	106757379	106857379	B2	0	.	105390255
chr1	1367124	1367124	wt	NS	-	chr1	5139941	5239941	B3	0	.	3772817
chr1	1581275	1581275	W390A	GFP	+	chr1	664621	2568562	A1	0	.	0
chr1	1581275	1581275	W390A	GFP	+	chr1	46734329	46834329	A2	0	.	45153054
chr1	1581275	1581275	W390A	GFP	+	chr1	2568562	2668562	B1	0	.	987287
chr1	1581275	1581275	W390A	GFP	+	chr1	106757379	106857379	B2	0	.	105176104
chr1	1581275	1581275	W390A	GFP	+	chr1	5139941	5239941	B3	0	.	3558666
chr1	1615089	1615089	wt	GFP	-	chr1	664621	2568562	A1	0	.	0
chr1	1615089	1615089	wt	GFP	-	chr1	46734329	46834329	A2	0	.	45119240
chr1	1615089	1615089	wt	GFP	-	chr1	2568562	2668562	B1	0	.	953473
chr1	1615089	1615089	wt	GFP	-	chr1	106757379	106857379	B2	0	.	105142290
chr1	1615089	1615089	wt	GFP	-	chr1	5139941	5239941	B3	0	.	3524852
chr1	1884039	1884039	CBX	GFP	-	chr1	664621	2568562	A1	0	.	0
chr1	1884039	1884039	CBX	GFP	-	chr1	46734329	46834329	A2	0	.	44850290
chr1	1884039	1884039	CBX	GFP	-	chr1	2568562	2668562	B1	0	.	684523
chr1	1884039	1884039	CBX	GFP	-	chr1	106757379	106857379	B2	0	.	104873340
chr1	1884039	1884039	CBX	GFP	-	chr1	5139941	5239941	B3	0	.	3255902
chr1	2198954	2198954	wt	GFP	+	chr1	664621	2568562	A1	0	.	0
chr1	2198954	2198954	wt	GFP	+	chr1	46734329	46834329	A2	0	.	44535375
chr1	2198954	2198954	wt	GFP	+	chr1	2568562	2668562	B1	0	.	369608
chr1	2198954	2198954	wt	GFP	+	chr1	106757379	106857379	B2	0	.	104558425
chr1	2198954	2198954	wt	GFP	+	chr1	5139941	5239941	B3	0	.	2940987
chr1	2260110	2260110	W390A	GFP	-	chr1	664621	2568562	A1	0	.	0
chr1	2260110	2260110	W390A	GFP	-	chr1	46734329	46834329	A2	0	.	44474219
chr1	2260110	2260110	W390A	GFP	-	chr1	2568562	2668562	B1	0	.	308452
chr1	2260110	2260110	W390A	GFP	-	chr1	106757379	106857379	B2	0	.	104497269
chr1	2260110	2260110	W390A	GFP	-	chr1	5139941	5239941	B3	0	.	2879831
chr1	2264533	2264533	wt	NS	+	chr1	664621	2568562	A1	0	.	0
chr1	2264533	2264533	wt	NS	+	chr1	46734329	46834329	A2	0	.	44469796
chr1	2264533	2264533	wt	NS	+	chr1	2568562	2668562	B1	0	.	304029
chr1	2264533	2264533	wt	NS	+	chr1	106757379	106857379	B2	0	.	104492846
chr1	2264533	2264533	wt	NS	+	chr1	5139941	5239941	B3	0	.	2875408
chr1	3304312	3304312	CBX	GFP	+	chr1	3483437	3883437	A1	0	.	179125
chr1	3304312	3304312	CBX	GFP	+	chr1	46734329	46834329	A2	0	.	43430017
chr1	3304312	3304312	CBX	GFP	+	chr1	2783456	3483437	B1	0	.	0
chr1	3304312	3304312	CBX	GFP	+	chr1	106757379	106857379	B2	0	.	103453067
chr1	3304312	3304312	CBX	GFP	+	chr1	5139941	5239941	B3	0	.	1835629
chr1	3773873	3773873	W390A	GFP	+	chr1	3483437	3883437	A1	0	.	0
chr1	3773873	3773873	W390A	GFP	+	chr1	46734329	46834329	A2	0	.	42960456
chr1	3773873	3773873	W390A	GFP	+	chr1	3939941	5139941	B1	0	.	166068
chr1	3773873	3773873	W390A	GFP	+	chr1	106757379	106857379	B2	0	.	102983506
chr1	3773873	3773873	W390A	GFP	+	chr1	5139941	5239941	B3	0	.	1366068
chr1	3900985	3900985	wt	GFP	-	chr1	3483437	3883437	A1	0	.	17548
chr1	3900985	3900985	wt	GFP	-	chr1	46734329	46834329	A2	0	.	42833344
chr1	3900985	3900985	wt	GFP	-	chr1	3939941	5139941	B1	0	.	38956
chr1	3900985	3900985	wt	GFP	-	chr1	106757379	106857379	B2	0	.	102856394
chr1	3900985	3900985	wt	GFP	-	chr1	5139941	5239941	B3	0	.	1238956
chr1	4936193	4936193	W390A	GFP	-	chr1	5939941	7039941	A1	0	.	1003748
chr1	4936193	4936193	W390A	GFP	-	chr1	46734329	46834329	A2	0	.	41798136
chr1	4936193	4936193	W390A	GFP	-	chr1	3939941	5139941	B1	0	.	0
chr1	4936193	4936193	W390A	GFP	-	chr1	106757379	106857379	B2	0	.	101821186
chr1	4936193	4936193	W390A	GFP	-	chr1	5139941	5239941	B3	0	.	203748
chr1	5796905	5796905	CBX	GFP	-	chr1	5939941	7039941	A1	0	.	143036
chr1	5796905	5796905	CBX	GFP	-	chr1	46734329	46834329	A2	0	.	40937424
chr1	5796905	5796905	CBX	GFP	-	chr1	5239941	5939941	B1	0	.	0
chr1	5796905	5796905	CBX	GFP	-	chr1	106757379	106857379	B2	0	.	100960474
chr1	5796905	5796905	CBX	GFP	-	chr1	5139941	5239941	B3	0	.	556964
chr1	6012179	6012179	wt	NS	+	chr1	5939941	7039941	A1	0	.	0
chr1	6012179	6012179	wt	NS	+	chr1	46734329	46834329	A2	0	.	40722150
chr1	6012179	6012179	wt	NS	+	chr1	5239941	5939941	B1	0	.	72238
chr1	6012179	6012179	wt	NS	+	chr1	106757379	106857379	B2	0	.	100745200
chr1	6012179	6012179	wt	NS	+	chr1	5139941	5239941	B3	0	.	772238
chr1	6035187	6035188	CBX	GFP	-	chr1	5939941	7039941	A1	0	.	0
chr1	6035187	6035188	CBX	GFP	-	chr1	46734329	46834329	A2	0	.	40699142
chr1	6035187	6035188	CBX	GFP	-	chr1	5239941	5939941	B1	0	.	95247
chr1	6035187	6035188	CBX	GFP	-	chr1	106757379	106857379	B2	0	.	100722192
chr1	6035187	6035188	CBX	GFP	-	chr1	5139941	5239941	B3	0	.	795247
chr1	6201349	6201349	CBX	GFP	+	chr1	5939941	7039941	A1	0	.	0
chr1	6201349	6201349	CBX	GFP	+	chr1	46734329	46834329	A2	0	.	40532980
chr1	6201349	6201349	CBX	GFP	+	chr1	5239941	5939941	B1	0	.	261408
chr1	6201349	6201349	CBX	GFP	+	chr1	106757379	106857379	B2	0	.	100556030
chr1	6201349	6201349	CBX	GFP	+	chr1	5139941	5239941	B3	0	.	961408
chr1	6686599	6686599	W390A	GFP	-	chr1	5939941	7039941	A1	0	.	0
chr1	6686599	6686599	W390A	GFP	-	chr1	46734329	46834329	A2	0	.	40047730
chr1	6686599	6686599	W390A	GFP	-	chr1	7039941	7639941	B1	0	.	353342
chr1	6686599	6686599	W390A	GFP	-	chr1	106757379	106857379	B2	0	.	100070780
chr1	6686599	6686599	W390A	GFP	-	chr1	5139941	5239941	B3	0	.	1446658
chr1	6949799	6949799	CBX	NS	+	chr1	5939941	7039941	A1	0	.	0
chr1	6949799	6949799	wt	NS	+	chr1	5939941	7039941	A1	0	.	0
chr1	6949799	6949799	CBX	NS	+	chr1	46734329	46834329	A2	0	.	39784530
chr1	6949799	6949799	wt	NS	+	chr1	46734329	46834329	A2	0	.	39784530
chr1	6949799	6949799	CBX	NS	+	chr1	7039941	7639941	B1	0	.	90142
chr1	6949799	6949799	wt	NS	+	chr1	7039941	7639941	B1	0	.	90142
chr1	6949799	6949799	CBX	NS	+	chr1	106757379	106857379	B2	0	.	99807580
chr1	6949799	6949799	wt	NS	+	chr1	106757379	106857379	B2	0	.	99807580
chr1	6949799	6949799	CBX	NS	+	chr1	5139941	5239941	B3	0	.	1709858
chr1	6949799	6949799	wt	NS	+	chr1	5139941	5239941	B3	0	.	1709858
chr1	7009848	7009848	W390A	GFP	-	chr1	5939941	7039941	A1	0	.	0
chr1	7009848	7009848	W390A	GFP	-	chr1	46734329	46834329	A2	0	.	39724481
chr1	7009848	7009848	W390A	GFP	-	chr1	7039941	7639941	B1	0	.	30093
chr1	7009848	7009848	W390A	GFP	-	chr1	106757379	106857379	B2	0	.	99747531
chr1	7009848	7009848	W390A	GFP	-	chr1	5139941	5239941	B3	0	.	1769907
chr1	7772000	7772000	wt	GFP	-	chr1	7639941	12740044	A1	0	.	0
chr1	7772000	7772000	wt	GFP	-	chr1	46734329	46834329	A2	0	.	38962329
chr1	7772000	7772000	wt	GFP	-	chr1	7039941	7639941	B1	0	.	132059
chr1	7772000	7772000	wt	GFP	-	chr1	106757379	106857379	B2	0	.	98985379
