chr1	1015245	1015245	wt	GFP	+	chr1	4175001	4615001	3159756
chr1	1031344	1031344	W390A	GFP	-	chr1	4175001	4615001	3143657
chr1	1042178	1042181	CBX	GFP	-	chr1	4175001	4615001	3132821
chr1	1089686	1089686	W390A	GFP	+	chr1	4175001	4615001	3085315
chr1	1155829	1155829	W390A	GFP	-	chr1	4175001	4615001	3019172
chr1	1331769	1331769	W390A	GFP	+	chr1	4175001	4615001	2843232
chr1	1348482	1348482	wt	GFP	-	chr1	4175001	4615001	2826519
chr1	1367124	1367124	wt	NS	-	chr1	4175001	4615001	2807877
chr1	1581275	1581275	W390A	GFP	+	chr1	4175001	4615001	2593726
chr1	1615089	1615089	wt	GFP	-	chr1	4175001	4615001	2559912
chr1	1884039	1884039	CBX	GFP	-	chr1	4175001	4615001	2290962
chr1	2198954	2198954	wt	GFP	+	chr1	4175001	4615001	1976047
chr1	2260110	2260110	W390A	GFP	-	chr1	4175001	4615001	1914891
chr1	2264533	2264533	wt	NS	+	chr1	4175001	4615001	1910468
chr1	3304312	3304312	CBX	GFP	+	chr1	4175001	4615001	870689
chr1	3773873	3773873	W390A	GFP	+	chr1	4175001	4615001	401128
chr1	3900985	3900985	wt	GFP	-	chr1	4175001	4615001	274016
chr1	4936193	4936193	W390A	GFP	-	chr1	4740001	5460001	0
chr1	5796905	5796905	CBX	GFP	-	chr1	5525001	5685001	111904
chr1	6012179	6012179	wt	NS	+	chr1	5525001	5685001	327178
chr1	6035187	6035188	CBX	GFP	-	chr1	5525001	5685001	350187
chr1	6201349	6201349	CBX	GFP	+	chr1	5525001	5685001	516348
chr1	6686599	6686599	W390A	GFP	-	chr1	5525001	5685001	1001598
chr1	6949799	6949799	CBX	NS	+	chr1	5525001	5685001	1264798
chr1	6949799	6949799	wt	NS	+	chr1	5525001	5685001	1264798
chr1	7009848	7009848	W390A	GFP	-	chr1	5525001	5685001	1324847
chr1	7772000	7772000	wt	GFP	-	chr1	5525001	5685001	2086999
chr1	7827466	7827466	W390A	GFP	-	chr1	5525001	5685001	2142465
chr1	7828118	7828118	wt	GFP	+	chr1	5525001	5685001	2143117
chr1	7831524	7831524	wt	GFP	+	chr1	5525001	5685001	2146523
chr1	8349233	8349233	wt	GFP	+	chr1	5525001	5685001	2664232
chr1	8753094	8753094	CBX	GFP	+	chr1	5525001	5685001	3068093
chr1	8766750	8766750	W390A	GFP	+	chr1	5525001	5685001	3081749
chr1	9540558	9540558	CBX	GFP	-	chr1	5525001	5685001	3855557
chr1	9657508	9657508	wt	GFP	-	chr1	5525001	5685001	3972507
chr1	9718315	9718315	wt	GFP	-	chr1	5525001	5685001	4033314
chr1	9912555	9912555	W390A	GFP	-	chr1	13840001	14275001	3927446
chr1	9914089	9914089	CBX	GFP	+	chr1	13840001	14275001	3925912
chr1	9914172	9914172	CBX	GFP	-	chr1	13840001	14275001	3925829
chr1	9914478	9914478	W390A	GFP	+	chr1	13840001	14275001	3925523
chr1	10075082	10075082	wt	GFP	-	chr1	13840001	14275001	3764919
chr1	10439468	10439468	W390A	GFP	-	chr1	13840001	14275001	3400533
chr1	11478122	11478122	CBX	GFP	+	chr1	13840001	14275001	2361879
chr1	11736962	11736962	wt	GFP	+	chr1	13840001	14275001	2103039
chr1	11740696	11740696	wt	GFP	-	chr1	13840001	14275001	2099305
chr1	11790804	11790804	wt	GFP	+	chr1	13840001	14275001	2049197
chr1	11794594	11794594	wt	GFP	-	chr1	13840001	14275001	2045407
chr1	11802165	11802165	wt	NS	+	chr1	13840001	14275001	2037836
chr1	11822359	11822359	CBX	GFP	+	chr1	13840001	14275001	2017642
chr1	11849784	11849785	CBX	GFP	+	chr1	13840001	14275001	1990217
chr1	11888015	11888015	wt	NS	-	chr1	13840001	14275001	1951986
chr1	12091161	12091161	CBX	NS	+	chr1	13840001	14275001	1748840
chr1	12091161	12091161	W390A	GFP	+	chr1	13840001	14275001	1748840
chr1	12194992	12194992	wt	NS	-	chr1	13840001	14275001	1645009
chr1	12217558	12217558	wt	GFP	+	chr1	13840001	14275001	1622443
chr1	12465752	12465752	W390A	GFP	+	chr1	13840001	14275001	1374249
chr1	12473015	12473015	W390A	GFP	+	chr1	13840001	14275001	1366986
chr1	12524391	12524391	W390A	GFP	+	chr1	13840001	14275001	1315610
chr1	12562941	12562941	CBX	GFP	+	chr1	13840001	14275001	1277060
chr1	15211051	15211051	wt	NS	+	chr1	13840001	14275001	936050
chr1	15401140	15401140	wt	GFP	-	chr1	13840001	14275001	1126139
chr1	15526151	15526151	W390A	GFP	-	chr1	13840001	14275001	1251150
chr1	15532584	15532584	wt	NS	-	chr1	13840001	14275001	1257583
chr1	15542982	15542982	wt	GFP	-	chr1	13840001	14275001	1267981
chr1	15679230	15679230	wt	NS	+	chr1	13840001	14275001	1404229
chr1	15769122	15769122	W390A	GFP	+	chr1	13840001	14275001	1494121
chr1	15849396	15849396	wt	GFP	+	chr1	13840001	14275001	1574395
chr1	15850773	15850773	wt	GFP	+	chr1	13840001	14275001	1575772
chr1	15855112	15855112	CBX	GFP	+	chr1	13840001	14275001	1580111
chr1	15912253	15912253	W390A	NS	+	chr1	13840001	14275001	1637252
chr1	15935097	15935097	W390A	GFP	-	chr1	13840001	14275001	1660096
chr1	16794708	16794708	CBX	GFP	+	chr1	13840001	14275001	2519707
chr1	17334733	17334733	CBX	GFP	+	chr1	13840001	14275001	3059732
chr1	19081098	19081098	wt	GFP	+	chr1	13840001	14275001	4806097
chr1	19595923	19595923	CBX	GFP	+	chr1	13840001	14275001	5320922
chr1	20187191	20187191	wt	GFP	+	chr1	13840001	14275001	5912190
chr1	20787535	20787535	wt	NS	+	chr1	13840001	14275001	6512534
chr1	21028469	21028469	wt	GFP	-	chr1	13840001	14275001	6753468
chr1	21062352	21062352	CBX	GFP	+	chr1	13840001	14275001	6787351
chr1	21658190	21658190	CBX	GFP	+	chr1	13840001	14275001	7383189
chr1	21923896	21923896	wt	GFP	-	chr1	13840001	14275001	7648895
chr1	21925092	21925092	wt	GFP	+	chr1	13840001	14275001	7650091
chr1	21934384	21934384	W390A	GFP	-	chr1	13840001	14275001	7659383
chr1	21956988	21956990	CBX	GFP	-	chr1	13840001	14275001	7681988
chr1	22018562	22018562	CBX	GFP	+	chr1	13840001	14275001	7743561
chr1	22075139	22075139	wt	NS	-	chr1	13840001	14275001	7800138
chr1	23167170	23167170	W390A	NS	-	chr1	13840001	14275001	8892169
chr1	23742716	23742716	wt	GFP	+	chr1	13840001	14275001	9467715
chr1	23789717	23789717	W390A	GFP	-	chr1	13840001	14275001	9514716
chr1	23925682	23925682	CBX	GFP	+	chr1	13840001	14275001	9650681
chr1	24414352	24414352	W390A	GFP	+	chr1	33665001	34145001	9250649
chr1	25624875	25624875	CBX	NS	-	chr1	33665001	34145001	8040126
chr1	25624875	25624875	W390A	NS	-	chr1	33665001	34145001	8040126
chr1	25979236	25979236	wt	NS	-	chr1	33665001	34145001	7685765
chr1	26071259	26071259	wt	GFP	-	chr1	33665001	34145001	7593742
chr1	26128122	26128122	wt	GFP	+	chr1	33665001	34145001	7536879
chr1	26235486	26235486	wt	GFP	-	chr1	33665001	34145001	7429515
chr1	26285214	26285214	wt	GFP	-	chr1	33665001	34145001	7379787
chr1	26332001	26332002	CBX	GFP	+	chr1	33665001	34145001	7333000
chr1	26377430	26377430	wt	GFP	-	chr1	33665001	34145001	7287571
chr1	26694835	26694835	wt	GFP	-	chr1	33665001	34145001	6970166
